x,beta_1,se,ci_lo,ci_up,hours,rel_pos
2.4674423143616377,1.0873359400508131,0.022947094659449066,1.0423604609684616,1.1323114191331647,11.79224738595657,0.21017385794817223
2.5055503643358183,1.1445091071888123,0.02242203238539966,1.1005627312532382,1.1884554831243863,12.250299238632048,0.1657484039917715
2.543658414309999,1.1960064414139,0.022126558346769333,1.152639183952408,1.239373698875392,12.726143416457461,0.14136933350435513
2.5817664642841796,1.237455546318454,0.022100011604571094,1.1941403195155773,1.2807707731213307,13.22047103514906,0.12101206627338963
2.61987451425836,1.2652210237672596,0.02230578980490423,1.2215024791029265,1.3089395684315928,13.73400005575833,0.09088739026944442
2.6579825642325408,1.2767603677514774,0.02265629890485977,1.232354837874978,1.3211658976279768,14.267476327438064,0.07415360128867601
2.6960906142067214,1.2708957975636044,0.023061719156648616,1.2256956585949956,1.3160959365322131,14.8216746707131,0.06147577764095845
2.734198664180901,1.24797454655158,0.023475793089838676,1.2019628375869817,1.293986255516178,15.39740000282904,0.0561106134400974
2.7723067141550817,1.209898999375095,0.023918844005430498,1.1630189265726194,1.2567790721775707,15.995488506813484,0.05560601693547507
2.8104147641292623,1.1600189060745207,0.024469865096118683,1.1120588517795744,1.207978960369467,16.61680884594754,0.05325801954366427
2.848522814103443,1.102889813606476,0.025229080909299605,1.0534417236612017,1.1523379035517503,17.262263425411746,0.04457400358704322
2.8866308640776235,1.0439138460041222,0.026264555673234657,0.9924362628146352,1.0953914291936093,17.932789702938663,0.03719595178188795
2.924738914051804,0.9888899447557645,0.027569116744100446,0.9348554688517475,1.0429244206597816,18.629361550375734,0.04644155855084607
2.9628469640259847,0.943509689759614,0.02905193880364849,0.8865689360234014,1.0004504434958268,19.35299066813603,0.0543771375630221
3.0009550140001644,0.9128409910566845,0.030567424578403998,0.8529299397828682,0.9727520423305007,20.104728054591106,0.06886189558478133
3.039063063974345,0.9008446379664642,0.03196273905490488,0.8381988205715988,0.9634904553613296,20.885665532540315,0.10246414052817479
3.0771711139485256,0.9099675629543446,0.033122343841899264,0.8450489619406699,0.9748861639680192,21.696937334973285,0.14197859568817114
3.115279163922706,0.9408516908425734,0.03399682874263903,0.8742191309184247,1.007484250766722,22.539721752429095,0.18498554065100553
3.153387213896887,0.9921887008276593,0.03461114655736591,0.9243521001115846,1.060025301543734,23.41524284434455,0.2127392038307259
3.1914952638710674,1.060739547961267,0.035050811364655134,0.9920412200576356,1.1294378758648982,24.324772216877147,0.22962188362443806
3.229603313845248,1.1415240748300848,0.03542772022600287,1.0720870191327578,1.2109611305274117,25.26963086978487,0.23076050292760036
3.2677113638194277,1.2281715469364696,0.03583391611157816,1.1579383619327468,1.2984047319401923,26.251191115045206,0.20869658190563284
3.3058194137936083,1.3134087318250667,0.03630047737482942,1.2422611035487898,1.3845563601013435,27.270878570000093,0.1871388919443728
3.343927463767789,1.3896494114978994,0.03678165260949676,1.3175586970914221,1.4617401259043767,28.330174227921297,0.16941758303967502
3.3820355137419695,1.449639102366005,0.03717427806762048,1.3767788562021916,1.5224993485298182,29.430616609004005,0.15169627413497727
3.42014356371615,1.4871022113823151,0.037364952026726274,1.4138682511258647,1.5603361716387656,30.57380399491233,0.1294759640595088
3.4582516136903307,1.4973365517031347,0.0372860864832604,1.4242571650714986,1.5704159383347709,31.761396750122362,0.10476168809837347
3.4963596636645113,1.477702408994793,0.03696170614601769,1.4052587961414456,1.5501460218481404,32.99511973343427,0.08115867193788352
3.534467713638691,1.427960146214055,0.036527739406014434,1.3563670925416023,1.4995531998865077,34.27676480315585,0.06047185365839146
3.5725757636128717,1.3504212353747693,0.03621334250646176,1.2794443883022908,1.4213980824472479,35.60819341959625,0.040858076820131775
3.6106838135870523,1.249891808297512,0.03627455579497875,1.1787949853841648,1.320988631210859,36.99133934864934,0.03043912287938988
3.648791863561233,1.1334042710694254,0.03689360462165705,1.0610941347511171,1.2057144073877337,38.42821147039389,0.02137556824201414
3.6868999135354135,1.0097499151820175,0.038094870213579705,0.9350853415676736,1.0844144887963614,39.92089669678944,0.016978314569317688
3.725007963509594,0.8888423310689213,0.03973812575525619,0.8109570357754956,0.966727626362347,41.4715630027056,0.015649320726184367
3.7631160134837747,0.7809564183980351,0.04159823276079294,0.6994253803663667,0.8624874564297035,43.08246257468707,0.0173452779786956
3.8012240634579544,0.6958995790450817,0.04348122302549877,0.6106779479113504,0.781121210178813,44.75593508202762,0.019112165705974814
3.839332113432135,0.6421792131022928,0.045320346892757664,0.553352965425626,0.7310054607789596,46.494411074904114,0.021038257274429796
3.8774401634063156,0.6262331779963497,0.04722055603817092,0.5336825888315793,0.7187837671611201,48.30041551450547,0.022964348842884782
3.915548213380496,0.6517870710011151,0.0494363757155736,0.5548935550724003,0.7486805869298299,50.17657144028449,0.024461464512640703
3.953656263354677,0.7193941399301975,0.0522813167199092,0.6169246420948438,0.8218636377655513,52.125603779658306,0.021266067152928197
3.9917643133288574,0.8262008399914926,0.05600069669944497,0.7164414913514294,0.9359601886315558,54.15034330569085,0.018070669793215692
4.029872363303038,0.9659644657484565,0.06068208103195765,0.8470297724188783,1.0848991590780346,56.25373074850552,0.014875272433503148
4.067980413277217,1.1293300778427389,0.06627324413764338,0.9994369061943276,1.2592232494911502,58.438821066399065,0.011679875073790792
4.106088463251398,1.3043537053508343,0.07271182541856422,1.1618411462802845,1.446866264421384,60.70878788286128,0.008484477714078287
4.1441965132255785,1.4772390742092756,0.08010750578633466,1.3202312479767258,1.6342469004418254,63.066928095942586,0.006968070293521273
4.18230456319976,1.6332374982037017,0.08889654711176982,1.4590034675146646,1.8074715288927388,65.5166666666667,0.006968070293521273
